,Song Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
297,Speechless,Dan + Shay,0.616,0.438,1.0,-5.968,1.0,0.0298,0.356,0.0,0.24,0.386,135.929,audio_features,3GJ4hzg4lrGwU51Y3VARbF,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/tracks/3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/audio-analysis/3GJ4hzg4lrGwU51Y3VARbF,213387.0,4.0
298,If I Can't Have You,Shawn Mendes,0.692,0.809,2.0,-4.198,1.0,0.0602,0.524,0.0,0.147,0.864,123.911,audio_features,6LsAAHotRLMOHfCsSfYCsz,spotify:track:6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/tracks/6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/audio-analysis/6LsAAHotRLMOHfCsSfYCsz,190800.0,4.0
299,Robbery,Juice WRLD,0.685,0.692,2.0,-5.122,1.0,0.0457,0.328,0.0,0.153,0.578,159.966,audio_features,6Hj9jySrnFppAI0sEMCZpJ,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,240051.0,5.0
300,Happier,Marshmello,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290.0,4.0
301,Feelings,Lauv,0.694,0.466,9.0,-6.758,1.0,0.0384,0.0934,0.0,0.098,0.246,103.018,audio_features,0y675KDleCZEudjoeL1sQQ,spotify:track:0y675KDleCZEudjoeL1sQQ,https://api.spotify.com/v1/tracks/0y675KDleCZEudjoeL1sQQ,https://api.spotify.com/v1/audio-analysis/0y675KDleCZEudjoeL1sQQ,189613.0,4.0
302,Graduation (with Juice WRLD),benny blanco,0.731,0.65,0.0,-5.286,1.0,0.271,0.107,0.0,0.124,0.605,154.968,audio_features,6cjSh516BbrNUs213jDAGm,spotify:track:6cjSh516BbrNUs213jDAGm,https://api.spotify.com/v1/tracks/6cjSh516BbrNUs213jDAGm,https://api.spotify.com/v1/audio-analysis/6cjSh516BbrNUs213jDAGm,177847.0,4.0
303,Mood Swings,A Boogie Wit da Hoodie,0.943,0.664,4.0,-5.952,0.0,0.106,0.235,5.84e-06,0.112,0.93,120.051,audio_features,2xE16muNCmhZwSOv3i1d1H,spotify:track:2xE16muNCmhZwSOv3i1d1H,https://api.spotify.com/v1/tracks/2xE16muNCmhZwSOv3i1d1H,https://api.spotify.com/v1/audio-analysis/2xE16muNCmhZwSOv3i1d1H,156893.0,4.0
305,Juice,Lizzo,0.767,0.889,7.0,-2.988,1.0,0.0963,0.00611,0.0,0.402,0.843,119.93,audio_features,0k664IuFwVP557Gnx7RhIl,spotify:track:0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/tracks/0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/audio-analysis/0k664IuFwVP557Gnx7RhIl,195145.0,4.0
306,Goin Baby,DaBaby,0.755,0.772,6.0,-5.585,1.0,0.4,0.128,0.0,0.157,0.678,132.906,audio_features,3WyRgi8CzQnhzO0xw79tTS,spotify:track:3WyRgi8CzQnhzO0xw79tTS,https://api.spotify.com/v1/tracks/3WyRgi8CzQnhzO0xw79tTS,https://api.spotify.com/v1/audio-analysis/3WyRgi8CzQnhzO0xw79tTS,141827.0,4.0
307,LA CANCIÓN,J Balvin,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573.0,4.0
309,Cruel Summer,Taylor Swift,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427.0,4.0
310,I Forgot That You Existed,Taylor Swift,0.664,0.316,5.0,-10.345,1.0,0.519,0.298,2.03e-06,0.0812,0.541,92.875,audio_features,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/tracks/43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN,170640.0,4.0
311,Internet,Post Malone,0.469,0.489,0.0,-6.071,1.0,0.0314,0.841,0.0,0.103,0.201,74.013,audio_features,0KAzP1Rbp0Vz5pw8i1KDDI,spotify:track:0KAzP1Rbp0Vz5pw8i1KDDI,https://api.spotify.com/v1/tracks/0KAzP1Rbp0Vz5pw8i1KDDI,https://api.spotify.com/v1/audio-analysis/0KAzP1Rbp0Vz5pw8i1KDDI,123387.0,4.0
312,"Go Loko (feat. Tyga, Jon Z)",YG,0.88,0.67,2.0,-5.177,1.0,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,audio_features,1kK6DwzyXJSp58u5HYWwuD,spotify:track:1kK6DwzyXJSp58u5HYWwuD,https://api.spotify.com/v1/tracks/1kK6DwzyXJSp58u5HYWwuD,https://api.spotify.com/v1/audio-analysis/1kK6DwzyXJSp58u5HYWwuD,299227.0,4.0
313,SAD!,XXXTENTACION,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,166606.0,4.0
315,Paradise,Bazzi,0.844,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,audio_features,0Rx0DJI556Ix5gBny6EWmn,spotify:track:0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/tracks/0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/audio-analysis/0Rx0DJI556Ix5gBny6EWmn,169038.0,4.0
316,Higher Love,Kygo,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267.0,4.0
317,goosebumps,Travis Scott,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837.0,4.0
318,Right Back (feat. A Boogie Wit Da Hoodie),Khalid,0.786,0.428,5.0,-10.011,0.0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,audio_features,6PYnUsNEpYC7A4BS2sjw3L,spotify:track:6PYnUsNEpYC7A4BS2sjw3L,https://api.spotify.com/v1/tracks/6PYnUsNEpYC7A4BS2sjw3L,https://api.spotify.com/v1/audio-analysis/6PYnUsNEpYC7A4BS2sjw3L,255000.0,4.0
319,Baby Birkin,Gunna,0.848,0.649,2.0,-6.083,1.0,0.315,0.232,0.0,0.101,0.629,118.04,audio_features,0BOmhToQ03yOdpzYKMEnAg,spotify:track:0BOmhToQ03yOdpzYKMEnAg,https://api.spotify.com/v1/tracks/0BOmhToQ03yOdpzYKMEnAg,https://api.spotify.com/v1/audio-analysis/0BOmhToQ03yOdpzYKMEnAg,181948.0,4.0
320,The Man,Taylor Swift,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,audio_features,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,190360.0,4.0
321,Beautiful Crazy,Luke Combs,0.552,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,audio_features,2rxQMGVafnNaRaXlRMWPde,spotify:track:2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200.0,4.0
322,I Fall Apart,Post Malone,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347.0,4.0
323,Daddy (feat. Rich The Kid),Blueface,0.869,0.59,11.0,-8.214,1.0,0.257,0.07,0.0,0.236,0.479,107.934,audio_features,4hanO6Du5J7QEguNHYZHmw,spotify:track:4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/tracks/4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/audio-analysis/4hanO6Du5J7QEguNHYZHmw,151147.0,4.0
324,Without Me,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,audio_features,5p7ujcrUXASCNwRaWNHR1C,spotify:track:5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,201661.0,4.0
325,Juicy,Doja Cat,0.77,0.697,0.0,-2.644,1.0,0.0607,0.0817,0.0,0.0663,0.428,170.084,audio_features,4cTm3Ev9bUvy4ChJjB1nhl,spotify:track:4cTm3Ev9bUvy4ChJjB1nhl,https://api.spotify.com/v1/tracks/4cTm3Ev9bUvy4ChJjB1nhl,https://api.spotify.com/v1/audio-analysis/4cTm3Ev9bUvy4ChJjB1nhl,199587.0,4.0
327,Whiskey Glasses,Morgan Wallen,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,audio_features,6foY66mWZN0pSRjZ408c00,spotify:track:6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347.0,4.0
328,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,audio_features,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,193000.0,4.0
329,Shameless,Camila Cabello,0.377,0.651,4.0,-5.437,0.0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,audio_features,3UYiU57SMiAS5LqolhHJw1,spotify:track:3UYiU57SMiAS5LqolhHJw1,https://api.spotify.com/v1/tracks/3UYiU57SMiAS5LqolhHJw1,https://api.spotify.com/v1/audio-analysis/3UYiU57SMiAS5LqolhHJw1,219742.0,4.0
330,Uno,Ambjaay,0.978,0.477,8.0,-8.159,1.0,0.155,0.000143,0.0,0.133,0.196,110.002,audio_features,3AEgic4yp82NxMWUjHtxnO,spotify:track:3AEgic4yp82NxMWUjHtxnO,https://api.spotify.com/v1/tracks/3AEgic4yp82NxMWUjHtxnO,https://api.spotify.com/v1/audio-analysis/3AEgic4yp82NxMWUjHtxnO,109091.0,4.0
331,Look Back at It,A Boogie Wit da Hoodie,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449.0,4.0
332,No Me Conoce - Remix,Jhay Cortez,0.794,0.79,10.0,-3.855,0.0,0.0599,0.144,0.0,0.0893,0.577,91.984,audio_features,7rknFhrVDyxzTJkPSf7LoW,spotify:track:7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/tracks/7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/audio-analysis/7rknFhrVDyxzTJkPSf7LoW,307547.0,4.0
333,Tap (feat. Meek Mill),NAV,0.901,0.676,2.0,-7.033,1.0,0.251,0.0646,0.0,0.0863,0.452,85.018,audio_features,5rU6kDNXZLXIinFezpbWbO,spotify:track:5rU6kDNXZLXIinFezpbWbO,https://api.spotify.com/v1/tracks/5rU6kDNXZLXIinFezpbWbO,https://api.spotify.com/v1/audio-analysis/5rU6kDNXZLXIinFezpbWbO,148278.0,4.0
334,"thank u, next",Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0
335,a lot,21 Savage,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624.0,4.0
336,Jocelyn Flores,XXXTENTACION,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133.0,4.0
337,Noticed,Lil Mosey,0.699,0.558,11.0,-7.622,1.0,0.0603,0.462,0.0,0.116,0.493,79.992,audio_features,7zLYKWcXnYeHHWidalz7rj,spotify:track:7zLYKWcXnYeHHWidalz7rj,https://api.spotify.com/v1/tracks/7zLYKWcXnYeHHWidalz7rj,https://api.spotify.com/v1/audio-analysis/7zLYKWcXnYeHHWidalz7rj,165000.0,4.0
338,Babushka Boi,A$AP Rocky,0.897,0.743,10.0,-5.446,0.0,0.222,0.304,4.44e-05,0.137,0.905,134.979,audio_features,643PW82aBMUa1FiWi5VQY7,spotify:track:643PW82aBMUa1FiWi5VQY7,https://api.spotify.com/v1/tracks/643PW82aBMUa1FiWi5VQY7,https://api.spotify.com/v1/audio-analysis/643PW82aBMUa1FiWi5VQY7,187105.0,4.0
339,The Bones,Maren Morris,0.612,0.57,11.0,-6.642,0.0,0.0347,0.279,0.0,0.0963,0.335,77.004,audio_features,3npzogdOEiVsieXmmhBepL,spotify:track:3npzogdOEiVsieXmmhBepL,https://api.spotify.com/v1/tracks/3npzogdOEiVsieXmmhBepL,https://api.spotify.com/v1/audio-analysis/3npzogdOEiVsieXmmhBepL,197293.0,4.0
340,Moonlight,XXXTENTACION,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090.0,4.0
341,Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,audio_features,0qc4QlcCxVTGyShurEv1UU,spotify:track:0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,174444.0,4.0
342,Valentino,24kGoldn,0.745,0.718,9.0,-4.853,0.0,0.183,0.197,0.0,0.134,0.539,151.097,audio_features,0c7K73roy6RW4ebDkf4yGh,spotify:track:0c7K73roy6RW4ebDkf4yGh,https://api.spotify.com/v1/tracks/0c7K73roy6RW4ebDkf4yGh,https://api.spotify.com/v1/audio-analysis/0c7K73roy6RW4ebDkf4yGh,179133.0,4.0
343,Self Control,YoungBoy Never Broke Again,0.82,0.697,6.0,-7.296,0.0,0.378,0.0349,0.0,0.197,0.629,154.992,audio_features,6kyT7ubem08Egg9a8f77OL,spotify:track:6kyT7ubem08Egg9a8f77OL,https://api.spotify.com/v1/tracks/6kyT7ubem08Egg9a8f77OL,https://api.spotify.com/v1/audio-analysis/6kyT7ubem08Egg9a8f77OL,185866.0,4.0
344,Good Things Fall Apart (with Jon Bellion),ILLENIUM,0.643,0.594,2.0,-5.453,1.0,0.0318,0.0128,0.0,0.118,0.442,144.033,audio_features,6pooRNiLyYpxZeIA5kJ5EX,spotify:track:6pooRNiLyYpxZeIA5kJ5EX,https://api.spotify.com/v1/tracks/6pooRNiLyYpxZeIA5kJ5EX,https://api.spotify.com/v1/audio-analysis/6pooRNiLyYpxZeIA5kJ5EX,216668.0,4.0
345,Ride It,Regard,0.893,0.748,7.0,-4.299,0.0,0.0821,0.272,1.62e-05,0.093,0.867,117.958,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157605.0,4.0
346,The Git Up,Blanco Brown,0.847,0.678,9.0,-8.635,1.0,0.109,0.0669,0.0,0.274,0.811,97.984,audio_features,5dW1VZPcFqB4n0P08rGDgm,spotify:track:5dW1VZPcFqB4n0P08rGDgm,https://api.spotify.com/v1/tracks/5dW1VZPcFqB4n0P08rGDgm,https://api.spotify.com/v1/audio-analysis/5dW1VZPcFqB4n0P08rGDgm,200594.0,4.0
347,ZEZE,Kodak Black,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,audio_features,0FZ4Dmg8jJJAPJnvBIzD9z,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,228760.0,4.0
348,XO Tour Llif3,Lil Uzi Vert,0.732,0.75,11.0,-6.366,0.0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707.0,4.0
349,i,Lil Skies,0.649,0.453,6.0,-7.28,1.0,0.085,0.627,0.0,0.116,0.431,99.183,audio_features,4ZT9FnbFu1PaBfV3itxiqT,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,https://api.spotify.com/v1/tracks/4ZT9FnbFu1PaBfV3itxiqT,https://api.spotify.com/v1/audio-analysis/4ZT9FnbFu1PaBfV3itxiqT,181891.0,4.0
350,Soltera - Remix,Lunay,0.795,0.783,5.0,-4.271,1.0,0.0432,0.361,0.0,0.437,0.8,92.016,audio_features,1c0hsvHLELX6y8qymnpLKL,spotify:track:1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/tracks/1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/audio-analysis/1c0hsvHLELX6y8qymnpLKL,266087.0,4.0
351,Dancing With A Stranger (with Normani),Sam Smith,0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,6Qs4SXO9dwPj5GKvVOv8Ki,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,171030.0,4.0
352,All Girls Are The Same,Juice WRLD,0.671,0.529,0.0,-7.226,1.0,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,4VXIryQMWpIdGgYR4TrjT1,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820.0,4.0
353,Tequila,Dan + Shay,0.474,0.594,11.0,-5.756,1.0,0.0289,0.0292,0.0,0.133,0.503,86.131,audio_features,7Il2yWQmsqKgSkLQvHTPUI,spotify:track:7Il2yWQmsqKgSkLQvHTPUI,https://api.spotify.com/v1/tracks/7Il2yWQmsqKgSkLQvHTPUI,https://api.spotify.com/v1/audio-analysis/7Il2yWQmsqKgSkLQvHTPUI,195987.0,4.0
354,Faucet Failure,Ski Mask The Slump God,0.935,0.552,10.0,-9.373,0.0,0.335,0.111,0.0,0.0952,0.615,99.993,audio_features,1ThmUihH9dF8EV08ku5AXN,spotify:track:1ThmUihH9dF8EV08ku5AXN,https://api.spotify.com/v1/tracks/1ThmUihH9dF8EV08ku5AXN,https://api.spotify.com/v1/audio-analysis/1ThmUihH9dF8EV08ku5AXN,145627.0,4.0
355,Yes Indeed,Lil Baby,0.964,0.346,5.0,-9.309,0.0,0.53,0.035,0.0,0.108,0.562,119.958,audio_features,6vN77lE9LK6HP2DewaN6HZ,spotify:track:6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,142273.0,4.0
356,bury a friend,Billie Eilish,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143.0,4.0
357,Hate Me (with Juice WRLD),Ellie Goulding,0.657,0.768,8.0,-4.628,1.0,0.0507,0.108,0.0,0.144,0.759,75.025,audio_features,6kls8cSlUyHW2BUOkDJIZE,spotify:track:6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/tracks/6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/audio-analysis/6kls8cSlUyHW2BUOkDJIZE,186223.0,4.0
358,Saturday Nights,Khalid,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,audio_features,5kfNriitmkNE8mUbZ7gbq8,spotify:track:5kfNriitmkNE8mUbZ7gbq8,https://api.spotify.com/v1/tracks/5kfNriitmkNE8mUbZ7gbq8,https://api.spotify.com/v1/audio-analysis/5kfNriitmkNE8mUbZ7gbq8,210667.0,4.0
359,Youngblood,5 Seconds of Summer,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418.0,4.0
360,Beer Never Broke My Heart,Luke Combs,0.54,0.863,1.0,-4.483,1.0,0.0481,0.0138,0.0,0.0871,0.64,77.0,audio_features,7nfmK6oHPDlAd68A11d7AN,spotify:track:7nfmK6oHPDlAd68A11d7AN,https://api.spotify.com/v1/tracks/7nfmK6oHPDlAd68A11d7AN,https://api.spotify.com/v1/audio-analysis/7nfmK6oHPDlAd68A11d7AN,186800.0,4.0
361,Act Up,City Girls,0.938,0.638,8.0,-4.713,1.0,0.189,0.0167,0.0,0.111,0.313,97.075,audio_features,3A2yGHWIzmGEIolwonU69h,spotify:track:3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/tracks/3A2yGHWIzmGEIolwonU69h,https://api.spotify.com/v1/audio-analysis/3A2yGHWIzmGEIolwonU69h,158332.0,4.0
362,Rodeo,Lil Nas X,0.706,0.679,9.0,-5.614,1.0,0.0324,0.139,6.98e-05,0.465,0.657,140.081,audio_features,4ak7xjvBeBOcJGWFDX9w5n,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,https://api.spotify.com/v1/tracks/4ak7xjvBeBOcJGWFDX9w5n,https://api.spotify.com/v1/audio-analysis/4ak7xjvBeBOcJGWFDX9w5n,158707.0,4.0
363,High Hopes,Panic! At The Disco,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947.0,4.0
364,I Like Me Better,Lauv,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,1wjzFQodRWrPcQ0AnYnvQ9,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9,https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9,197437.0,4.0
365,"Yo x Ti, Tu x Mi",ROSALÍA,0.78,0.759,1.0,-3.292,1.0,0.225,0.462,0.000868,0.143,0.579,91.952,audio_features,7BlBVFwvbWvcwNcUarQmjk,spotify:track:7BlBVFwvbWvcwNcUarQmjk,https://api.spotify.com/v1/tracks/7BlBVFwvbWvcwNcUarQmjk,https://api.spotify.com/v1/audio-analysis/7BlBVFwvbWvcwNcUarQmjk,201040.0,4.0
366,Only Human,Jonas Brothers,0.795,0.496,0.0,-5.883,1.0,0.0722,0.108,0.0,0.0645,0.874,94.01,audio_features,0DiDStADDVh3SvAsoJAFMk,spotify:track:0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/tracks/0DiDStADDVh3SvAsoJAFMk,https://api.spotify.com/v1/audio-analysis/0DiDStADDVh3SvAsoJAFMk,183000.0,4.0
